ts,lap_count,lap_time,valid,infeasible_count,mean_abs_n,max_abs_n,p95_abs_n,max_ay_usage,mean_ay_usage,max_abs_slip_f,max_abs_slip_r,u_steer_rate_rms,omega_oscillation_hz,solve_p50_ms,solve_p99_ms,vx_mean,vx_max,applied_diff_json,state
1777366418.778,-1,60.0000,1,0,0.1400,0.6374,0.5495,0.000,0.000,0.0000,0.0000,0.7229,0.00,0.00,0.00,1.584,3.026,"{""w_d"":{""old"":4.80824,""new"":5.289064,""mult"":1.1,""rules"":[""crash_detected""],""clamped"":false},""w_progress"":{""old"":0.729,""new"":0.6561,""mult"":0.9,""rules"":[""crash_detected""],""clamped"":false},""v_max"":{""old"":3.4295,""new"":3.258025,""mult"":0.95,""rules"":[""crash_detected""],""clamped"":false}}",ACTIVE
1777366483.787,-1,60.0000,1,10,0.0434,0.0474,0.0471,0.000,0.000,0.0000,0.0000,6.0221,0.00,0.00,0.00,0.434,0.587,{},ACTIVE
1777366959.768,-1,60.0000,1,0,0.2803,0.6811,0.5948,0.000,0.000,0.0000,0.0000,0.4381,0.00,0.00,0.00,2.951,3.981,{},WARMUP
1777366986.137,2,26.4881,1,0,0.3965,0.4096,0.4070,0.000,0.000,0.0000,0.0000,0.3447,0.00,0.00,0.00,0.221,2.446,{},ACTIVE
1777367013.371,3,27.1879,1,0,0.4019,0.4315,0.4253,0.000,0.000,0.0000,0.0000,0.3679,0.00,0.00,0.00,0.167,2.431,"{""w_d"":{""old"":5.0,""new"":5.5,""mult"":1.1,""rules"":[""crash_detected""],""clamped"":false},""w_progress"":{""old"":1.0,""new"":0.9,""mult"":0.9,""rules"":[""crash_detected""],""clamped"":false},""v_max"":{""old"":4.0,""new"":3.8,""mult"":0.95,""rules"":[""crash_detected""],""clamped"":false}}",ACTIVE
1777367039.638,4,26.2661,1,0,0.2609,0.6633,0.5827,0.000,0.000,0.0000,0.0000,0.4363,0.00,0.00,0.00,2.993,3.867,"{""w_d"":{""old"":5.5,""new"":4.675,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":5.5,""new"":6.6,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":1.0,""new"":0.92,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367065.873,5,26.2265,1,0,0.2734,0.6846,0.6034,0.000,0.000,0.0000,0.0000,0.4338,0.00,0.00,0.00,3.014,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367093.145,6,27.2668,1,0,0.3821,0.3957,0.3929,0.000,0.000,0.0000,0.0000,0.4904,0.00,0.00,0.00,0.197,2.308,{},ACTIVE
1777367119.375,7,26.2169,1,0,0.2731,0.6704,0.6061,0.000,0.000,0.0000,0.0000,0.4349,0.00,0.00,0.00,3.011,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367146.597,8,27.2167,1,0,0.3855,0.4029,0.4000,0.000,0.000,0.0000,0.0000,0.2691,0.00,0.00,0.00,0.264,2.317,{},ACTIVE
1777367172.814,9,26.1965,1,0,0.2725,0.6858,0.6045,0.000,0.000,0.0000,0.0000,0.4352,0.00,0.00,0.00,3.013,3.800,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367201.374,10,28.5580,1,0,0.4069,0.4461,0.4414,0.000,0.000,0.0000,0.0000,0.2801,0.00,0.00,0.00,0.154,2.306,{},ACTIVE
1777367227.600,11,26.2157,1,0,0.2739,0.6784,0.6021,0.000,0.000,0.0000,0.0000,0.4359,0.00,0.00,0.00,3.011,3.800,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367256.280,12,28.6667,1,0,0.4044,0.4310,0.4243,0.000,0.000,0.0000,0.0000,0.3337,0.00,0.00,0.00,0.118,2.341,{},ACTIVE
1777367282.482,13,26.2062,1,0,0.2728,0.6826,0.6020,0.000,0.000,0.0000,0.0000,0.4321,0.00,0.00,0.00,3.015,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367311.899,14,29.3862,1,0,0.4097,0.4355,0.4322,0.000,0.000,0.0000,0.0000,0.3257,0.00,0.00,0.00,0.102,2.348,{},ACTIVE
1777367338.097,15,26.2069,1,0,0.2730,0.6836,0.6016,0.000,0.000,0.0000,0.0000,0.4381,0.00,0.00,0.00,3.014,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367367.636,16,29.5367,1,0,0.4194,0.4626,0.4598,0.000,0.000,0.0000,0.0000,0.2781,0.00,0.00,0.00,0.118,2.347,{},ACTIVE
1777367393.827,17,26.1769,1,0,0.2731,0.6935,0.6116,0.000,0.000,0.0000,0.0000,0.4311,0.00,0.00,0.00,3.012,3.800,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367421.355,18,27.5180,1,0,0.4013,0.4418,0.4322,0.000,0.000,0.0000,0.0000,0.2325,0.00,0.00,0.00,0.318,2.328,{},ACTIVE
1777367447.557,19,26.1761,1,0,0.2732,0.6961,0.6114,0.000,0.000,0.0000,0.0000,0.4382,0.00,0.00,0.00,3.013,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367475.113,20,27.5670,1,0,0.3931,0.4174,0.4115,0.000,0.000,0.0000,0.0000,0.3086,0.00,0.00,0.00,0.219,2.365,{},ACTIVE
1777367501.330,21,26.2077,1,0,0.2749,0.6808,0.6047,0.000,0.000,0.0000,0.0000,0.4328,0.00,0.00,0.00,3.012,3.800,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367529.929,22,28.5952,1,0,0.4199,0.4507,0.4416,0.000,0.000,0.0000,0.0000,0.2741,0.00,0.00,0.00,0.140,2.361,{},ACTIVE
1777367556.140,23,26.1869,1,0,0.2746,0.6809,0.6075,0.000,0.000,0.0000,0.0000,0.4360,0.00,0.00,0.00,3.014,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367583.390,24,27.2479,1,0,0.3789,0.3913,0.3897,0.000,0.000,0.0000,0.0000,0.3558,0.00,0.00,0.00,0.213,2.330,{},ACTIVE
1777367609.548,25,26.1663,1,0,0.2748,0.6904,0.6097,0.000,0.000,0.0000,0.0000,0.4406,0.00,0.00,0.00,3.015,3.801,"{""w_d"":{""old"":4.675,""new"":3.97375,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":6.6,""new"":7.92,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367635.708,26,26.1560,1,0,0.2872,0.7058,0.6253,0.000,0.000,0.0000,0.0000,0.4359,0.00,0.00,0.00,3.029,3.801,"{""w_d"":{""old"":3.97375,""new"":3.377687,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":7.92,""new"":9.504,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.8464,""new"":0.778688,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777367664.906,27,29.1972,1,0,0.3848,0.4263,0.4218,0.000,0.000,0.0000,0.0000,0.2536,0.00,0.00,0.00,0.146,2.181,{},ACTIVE
1777368434.118,-1,60.0000,1,0,0.1454,0.4946,0.4253,0.000,0.000,0.0000,0.0000,0.5890,0.00,0.00,0.00,1.857,3.426,{},WARMUP
1777368499.127,-1,60.0000,1,0,0.1654,0.4892,0.4347,0.000,0.000,0.0000,0.0000,0.6517,0.00,0.00,0.00,1.990,3.425,{},ACTIVE
1777368564.164,-1,60.0000,1,0,0.1655,0.4903,0.4327,0.000,0.000,0.0000,0.0000,0.6456,0.00,0.00,0.00,2.035,3.426,"{""w_d"":{""old"":3.97375,""new"":4.371125,""mult"":1.1,""rules"":[""crash_detected""],""clamped"":false},""w_progress"":{""old"":0.9,""new"":0.81,""mult"":0.9,""rules"":[""crash_detected""],""clamped"":false},""v_max"":{""old"":3.8,""new"":3.61,""mult"":0.95,""rules"":[""crash_detected""],""clamped"":false}}",ACTIVE
1777368595.876,13,30.9672,1,31,0.7649,0.8257,0.8219,0.000,0.000,0.0000,0.0000,1.4729,0.00,0.00,0.00,0.081,3.326,"{""friction_slack_penalty"":{""old"":1000.0,""new"":1200.0,""mult"":1.2,""rules"":[""safety_infeasible""],""clamped"":false},""w_u_steer_rate"":{""old"":3.0,""new"":3.3,""mult"":1.1,""rules"":[""safety_infeasible""],""clamped"":false},""w_d"":{""old"":3.97375,""new"":4.371125,""mult"":1.1,""rules"":[""crash_detected""],""clamped"":false},""w_progress"":{""old"":0.9,""new"":0.81,""mult"":0.9,""rules"":[""crash_detected""],""clamped"":false},""v_max"":{""old"":3.8,""new"":3.61,""mult"":0.95,""rules"":[""crash_detected""],""clamped"":false}}",ACTIVE
1777368659.157,-1,60.0000,1,3164,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777368724.149,-1,60.0000,1,3249,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777368789.171,-1,60.0000,1,3248,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777368854.191,-1,60.0000,1,3248,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777368919.204,-1,60.0000,1,3248,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777368984.215,-1,60.0000,1,3249,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369049.221,-1,60.0000,1,3249,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369109.224,-1,60.0000,1,2998,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369174.227,-1,60.0000,1,3247,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369239.225,-1,60.0000,1,3247,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369304.231,-1,60.0000,1,3249,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369369.232,-1,60.0000,1,3249,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369434.236,-1,60.0000,1,3248,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369499.235,-1,60.0000,1,3249,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.000,0.000,{},PAUSED
1777369701.949,-1,60.0000,1,0,0.1763,0.5276,0.4422,0.000,0.000,0.0000,0.0000,0.3791,0.00,0.00,0.00,2.449,3.782,{},WARMUP
1777369735.780,2,27.1582,1,0,0.2128,0.5057,0.4456,0.000,0.000,0.0000,0.0000,0.4039,0.00,0.00,0.00,2.905,3.782,{},ACTIVE
1777369763.011,3,27.1769,1,0,0.2144,0.5109,0.4506,0.000,0.000,0.0000,0.0000,0.4033,0.00,0.00,0.00,2.905,3.783,"{""w_dpsi"":{""old"":7.92,""new"":8.8704,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_d"":{""old"":3.97375,""new"":4.371125,""mult"":1.1,""rules"":[""undertrack_global""],""clamped"":false},""w_terminal_scale"":{""old"":0.8464,""new"":0.778688,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777369790.189,4,27.1677,1,0,0.2172,0.5375,0.4600,0.000,0.000,0.0000,0.0000,0.4104,0.00,0.00,0.00,2.896,3.782,"{""w_dpsi"":{""old"":8.8704,""new"":9.934848,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_d"":{""old"":4.371125,""new"":4.808238,""mult"":1.1,""rules"":[""undertrack_global""],""clamped"":false},""w_terminal_scale"":{""old"":0.778688,""new"":0.716393,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777369817.421,5,27.2159,1,0,0.2156,0.5465,0.4627,0.000,0.000,0.0000,0.0000,0.4220,0.00,0.00,0.00,2.887,3.782,"{""w_dpsi"":{""old"":9.934848,""new"":11.12703,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_d"":{""old"":4.808238,""new"":5.289061,""mult"":1.1,""rules"":[""undertrack_global""],""clamped"":false},""w_terminal_scale"":{""old"":0.716393,""new"":0.659082,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777369844.623,6,27.2072,1,0,0.2187,0.5720,0.4786,0.000,0.000,0.0000,0.0000,0.4359,0.00,0.00,0.00,2.875,3.782,"{""w_d"":{""old"":5.289061,""new"":4.495702,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":11.12703,""new"":13.352436,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.659082,""new"":0.606355,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777369872.620,7,27.9878,1,0,0.3927,0.4042,0.4025,0.000,0.000,0.0000,0.0000,0.2491,0.00,0.00,0.00,0.502,2.256,{},ACTIVE
1777369899.894,8,27.2556,1,0,0.2210,0.5783,0.4752,0.000,0.000,0.0000,0.0000,0.4404,0.00,0.00,0.00,2.878,3.782,"{""w_d"":{""old"":5.28906,""new"":4.495701,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":11.127,""new"":13.3524,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.659082,""new"":0.606355,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777369927.082,9,27.1814,1,0,0.2369,0.6201,0.5191,0.000,0.000,0.0000,0.0000,0.4497,0.00,0.00,0.00,2.888,3.783,"{""w_d"":{""old"":4.495701,""new"":3.821346,""mult"":0.85,""rules"":[""corner_exit_understeer""],""clamped"":false},""w_dpsi"":{""old"":13.3524,""new"":16.02288,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777369958.367,10,31.2857,1,0,0.2915,0.4135,0.4095,0.000,0.000,0.0000,0.0000,1.7744,0.00,0.00,0.00,0.181,1.435,{},ACTIVE
1777369986.861,11,28.4581,1,0,0.3970,0.4178,0.4137,0.000,0.000,0.0000,0.0000,0.2134,0.00,0.00,0.00,0.242,2.189,"{""w_d"":{""old"":4.4957,""new"":4.94527,""mult"":1.1,""rules"":[""crash_detected""],""clamped"":false},""w_progress"":{""old"":0.9,""new"":0.81,""mult"":0.9,""rules"":[""crash_detected""],""clamped"":false},""v_max"":{""old"":3.8,""new"":3.61,""mult"":0.95,""rules"":[""crash_detected""],""clamped"":false}}",ACTIVE
1777370015.342,12,28.4748,1,0,0.2253,0.6054,0.5032,0.000,0.000,0.0000,0.0000,0.4353,0.00,0.00,0.00,2.750,3.703,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370052.309,14,29.2980,1,0,0.2136,0.5898,0.5004,0.000,0.000,0.0000,0.0000,0.4283,0.00,0.00,0.00,2.674,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370089.536,16,29.4993,1,0,0.2142,0.5861,0.4950,0.000,0.000,0.0000,0.0000,0.4248,0.00,0.00,0.00,2.657,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370126.528,18,29.3179,1,0,0.2153,0.5841,0.4989,0.000,0.000,0.0000,0.0000,0.4232,0.00,0.00,0.00,2.672,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370172.202,21,29.3680,1,0,0.2158,0.6054,0.5024,0.000,0.000,0.0000,0.0000,0.4200,0.00,0.00,0.00,2.669,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false}}",ACTIVE
1777370209.203,23,29.3079,1,0,0.2147,0.5869,0.4955,0.000,0.000,0.0000,0.0000,0.4192,0.00,0.00,0.00,2.677,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false}}",ACTIVE
1777370246.189,25,29.3281,1,0,0.2150,0.5846,0.5037,0.000,0.000,0.0000,0.0000,0.4216,0.00,0.00,0.00,2.673,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370283.083,27,29.1776,1,0,0.2154,0.5933,0.4972,0.000,0.000,0.0000,0.0000,0.4257,0.00,0.00,0.00,2.684,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false}}",ACTIVE
1777370320.185,29,29.3883,1,0,0.2149,0.5953,0.4903,0.000,0.000,0.0000,0.0000,0.4267,0.00,0.00,0.00,2.666,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370357.511,31,29.6581,1,0,0.2142,0.5830,0.4944,0.000,0.000,0.0000,0.0000,0.4230,0.00,0.00,0.00,2.641,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370394.785,33,29.5283,1,0,0.2157,0.6033,0.5032,0.000,0.000,0.0000,0.0000,0.4256,0.00,0.00,0.00,2.652,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false}}",ACTIVE
1777370431.946,35,29.4783,1,0,0.2150,0.5972,0.4992,0.000,0.000,0.0000,0.0000,0.4213,0.00,0.00,0.00,2.658,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370468.966,37,29.2884,1,0,0.2157,0.5947,0.4998,0.000,0.000,0.0000,0.0000,0.4252,0.00,0.00,0.00,2.676,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370505.970,39,29.3281,1,0,0.2152,0.5841,0.4997,0.000,0.000,0.0000,0.0000,0.4233,0.00,0.00,0.00,2.674,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false}}",ACTIVE
1777370542.816,41,29.1481,1,0,0.2150,0.5893,0.5032,0.000,0.000,0.0000,0.0000,0.4214,0.00,0.00,0.00,2.691,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370579.805,43,29.3091,1,0,0.2150,0.5886,0.5014,0.000,0.000,0.0000,0.0000,0.4272,0.00,0.00,0.00,2.673,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370616.842,45,29.3593,1,0,0.2141,0.5903,0.4980,0.000,0.000,0.0000,0.0000,0.4269,0.00,0.00,0.00,2.670,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370653.845,47,29.3175,1,0,0.2140,0.5889,0.4952,0.000,0.000,0.0000,0.0000,0.4300,0.00,0.00,0.00,2.673,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370690.737,49,29.1859,1,0,0.2141,0.5895,0.4982,0.000,0.000,0.0000,0.0000,0.4253,0.00,0.00,0.00,2.684,3.610,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777370727.712,51,29.2380,1,0,0.2152,0.5835,0.4969,0.000,0.000,0.0000,0.0000,0.4233,0.00,0.00,0.00,2.680,3.611,"{""w_dpsi"":{""old"":13.3524,""new"":14.954688,""mult"":1.12,""rules"":[""corner_late_turn_in""],""clamped"":false},""w_terminal_scale"":{""old"":0.606355,""new"":0.557847,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
